RF00011,RNaseP_bact_b,2441,Bacterial RNase P class B,"Griffiths-Jones SR, Mifsud W, Gardner PP","Brown JW, The Ribonuclease P Database, 9847214",97.0,97.1,91.1,"Ribonuclease P (RNase P) is a ubiquitous endoribonuclease, found in archaea, bacteria and eukarya as well as chloroplasts and mitochondria. Its best characterised activity is the generation of mature 5'-ends of tRNAs by cleaving the 5'-leader elements of precursor-tRNAs. Cellular RNase Ps are ribonucleoproteins. RNA from bacterial RNase Ps retains its catalytic activity in the absence of the protein subunit, i.e. it is a ribozyme. Isolated eukaryotic and archaeal RNase P RNA has not been shown to retain its catalytic function, but is still essential for the catalytic activity of the holoenzyme. Although the archaeal and eukaryotic holoenzyme s have a much greater protein content than the bacterial ones, the RNA cores from all the three lineages are homologous -- helices corresponding to P1, P2, P3, P4, and P10/11 are common to all cellular RNase P RNAs. Yet, there is considerable sequence variation, particularly among the eukaryotic RNAs.",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 20.42 -Z 2958934 CM SEQDB,114,955,0,0,Gene; ribozyme;,Published; PMID:9847214,1009,0,,,0.71139,-8.36188,1600000,421613,562,365,1,-4.0433,0.70361,2013-10-03 22:04:51,2024-09-10 04:51:11
RF00012,U3,1312,Small nucleolar RNA U3,"Gardner PP, Marz M",Published; PMID:19875933; Gardner PP,34.0,34.0,33.9,"Small nucleolar RNAs (snoRNAs) are involved in the processing and modification of rRNA in the nucleolus. There are two main classes of snoRNAs: the box C/D class, and the box H/ACA class. U3 snoRNA is a member of the box C/D class. Indeed, the box C/D element is a subset of the six short sequence elements found in all U3 snoRNAs, namely boxes A, A', B, C, C', and D. The U3 snoRNA secondary structure is characterised by a small 5' domain (with boxes A and A'), and a larger 3' domain (with boxes B, C, C', and D), the two domains being linked by a single-stranded hinge. Boxes B and C form the B/C motif, which appears to be exclusive to U3 snoRNAs, and boxes C' and D form the C'/D motif. The latter is functionally similar to the C/D motifs found in other snoRNAs. The 5' domain and the hinge region act as a pre-rRNA-binding domain. The 3' domain has conserved protein-binding sites. Both the box B/C and box C'/D motifs are sufficient for nuclear retention of U3 snoRNA. The box C'/D motif is also necessary for nucleolar localisation, stability and hyper-methylation of U3 snoRNA. Both box B/C and C'/D motifs are involved in specific protein interactions and are necessary for the rRNA processing functions of U3 snoRNA.",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 24.59 -Z 2958934 CM SEQDB,87,19072,0,0,Gene; snRNA; snoRNA; CD-box;,Published; PMID:19875933; Gardner PP,1215,0,,,0.59598,-9.60877,1600000,385143,326,219,1,-3.7692,0.71068,2013-10-03 22:04:54,2024-09-10 04:51:11
RF00013,6S,2461,6S / SsrS RNA,"Bateman A, Barrick JE",Barrick JE,45.0,45.0,44.9,"E. coli 6S RNA was the first non coding RNA to be sequenced, but its function was unknown until recently. It consists of 184 nucleotides that fold into an extended hairpin structure with a large single-stranded internal bulge. The 6S RNA specifically associates with RNA polymerase holoenzyme containing the sigma70 specificity factor. This interaction represses expression from a sigma70-dependent promoter during stationary phase [1]. 6S RNA homologs have recently been identified in most bacterial genomes [2,3]. Many Gram-positive species have two copies of 6S RNA. In Bacillus subtilis, both copies appear to interact with RNA polymerase holoenzyme containing the housekeeping sigma factor and be expressed during different stages of growth. In many proteobacteria, 6S RNA may be processed from a transcript encoding homologs of the E. coli YgfA protein which is a putative 5-formyltetrahydrofolate cycloligase activity. Structure of 6S-RNAP regulator has been reported in 5VT0 PDB [5]. ",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 2958934 CM SEQDB,150,5117,0,0,Gene;,Published; PMID:15811922,4740,0,,,0.54443,-10.28992,1600000,340746,270,187,1,-3.6148,0.71363,2013-10-03 22:05:06,2024-09-10 04:51:11
RF00014,DsrA,1237,DsrA RNA,Bateman A,Bateman A,60.0,60.1,59.2,"DsrA RNA regulates both transcription, by overcoming transcriptional silencing by the nucleoid-associated H-NS protein, and translation, by promoting efficient translation of the stress sigma factor, RpoS. These two activities of DsrA can be separated by mutation: the first of three stem-loops of the 85 nucleotide RNA is necessary for RpoS translation but not for anti-H-NS action, while the second stem-loop is essential for antisilencing and less critical for RpoS translation. The third stem-loop, which behaves as a transcription terminator, can be substituted by the trp transcription terminator without loss of either DsrA function. The sequence of the first stem-loop of DsrA is complementary with the upstream leader portion of RpoS messenger RNA, suggesting that pairing of DsrA with the RpoS message might be important for translational regulation.",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 29.42 -Z 2958934 CM SEQDB,5,39,0,0,Gene; sRNA;,Published; PMID:9770508,44,0,,,0.53816,-8.28595,1600000,351013,177,85,1,-3.3634,0.71881,2013-02-01 11:56:19,2024-09-10 04:51:10
RF00015,U4,1314,U4 spliceosomal RNA,"Griffiths-Jones SR, Ontiveros-Palacios N","Zwieb C, The uRNA database, PMID:9016512",46.0,46.0,45.9,"U4 small nuclear RNA (U4 snRNA) is a component of the major U2-dependent spliceosome. It forms a duplex with U6, and with each splicing round, it is displaced from U6 (and the spliceosome) in an ATP-dependent manner, allowing U6 to re-fold and create the active site for splicing catalysis. A recycling process involving protein Prp24 re-anneals U4 and U6. U4/U6 di-snRNA is conserved in eukaryotes and is part of the large ribonucleoprotein complex: U4 / U6.U5 tri-snRNP [5,8]. The structure of U4 snRNA from yeast[5,6,8,9,11] and human[2,7,10,12,13] has been reported. U4 snRNA present two regions where U4 and U6 form helixes (stem II and stem I share helixes) and two stem loops (5p-SL and 3p-SL), in human, is also present an extra SL in the 3p end. U4 snRNA presents a k-turn RNA motif in the 5p-SL related to recognition of Snu13 protein [8]. The structure of U4 spliceosomal RNA has been reported in PDBs: 2N7M, 3JCM, 3JCR, 5GAN, 5GAP, 5NRL, 5O9Z, 5ZWM, 5ZWO, 6AH0, 6AHD, AQW6, 6QX9 [5-13]",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 2958934 CM SEQDB,177,32178,0,0,Gene; snRNA; splicing;,Published; PMID:2339054; Griffiths-Jones SR,2547,0,,,0.60966,-8.50576,1600000,296541,361,138,1,-3.5407,0.71795,2013-10-03 22:05:22,2024-09-10 04:51:11
RF00016,SNORD14,1242,Small nucleolar RNA SNORD14,"Griffiths-Jones SR, Mifsud W",Griffiths-Jones SR,64.0,64.0,63.9,"U14 small nucleolar RNA (U14 snoRNA) is required for early cleavages of eukaryotic precursor rRNAs. In yeasts, this molecule possess a stem-loop region (known as the Y-domain) which is essential for function. A similar structure, but with a different consensus sequence, is found in plants, but is absent in vertebrates [1].",U14,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 21.00 -Z 2958934 CM SEQDB,18,4559,0,0,Gene; snRNA; snoRNA; CD-box;,Predicted; PFOLD,936,0,,,0.63269,-3.6036,1600000,235987,230,111,1,-3.2221,0.71819,2013-02-01 11:56:23,2024-09-09 21:15:12
RF00017,Metazoa_SRP,1315,Metazoan signal recognition particle RNA,Gardner PP,Published; PMID:19838050,70.0,70.0,69.9,"The signal recognition particle (SRP) is a universally conserved ribonucleoprotein. It is involved in the co-translational targeting of proteins to membranes. The eukaryotic SRP consists of a 300-nucleotide 7S RNA and six proteins: SRPs 72, 68, 54, 19, 14, and 9. Archaeal SRP consists of a 7S RNA and homologues of the eukaryotic SRP19 and SRP54 proteins. Eukaryotic and archaeal 7S RNAs have very similar secondary structures, as represented by this family. Eight helical elements fold into the Alu and S domains, separated by a long linker region [1,2]. The Alu domain is thought to mediate the peptide chain elongation retardation function of the SRP [1]. The universally conserved helix which interacts with the SRP54 M domain mediates signal sequence recognition [2,3]. In eukaryotes and archaea, the SRP19-helix 6 complex is thought to be involved in SRP assembly and stabilises helix 8 for SRP54 binding [1]. The Signal Recognition Particle Database (SRPDB) [4] provides compilations of SRP components, with phylogenetic data and structural illustrations. Many sequences below the threshold for this family are clearly closely related, but are most likely to be SRP RNA derived pseudogenes. The human genome in particular is known to contain a large amount of SRP RNA related sequence, including Alu repeats. While the threshold of this family is set high so as to minimise the number of hits to such regions, it is likely that some remain.",SRP_euk_arch; 7SL; CeN107,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 68.00 -Z 2958934 CM SEQDB,91,383523,0,0,Gene;,Published; PMID:19838050,1221,0,,,0.66688,-9.5572,1600000,492681,500,299,1,-3.9375,0.7061,2013-10-03 22:07:53,2024-09-10 04:51:11
RF00018,CsrB,2460,CsrB/RsmB RNA family,"Bateman A, Gardner PP",Bateman A,71.0,71.0,70.9,"The CsrB RNA binds to approximately 18 copies of the CsrA protein Pfam:PF02599. CsrA proteins are found in a wide variety of bacteria. The CsrB RNAs contain a conserved motif CAGGXXG that is found in up to 18 copies and has been suggested to bind CsrA. The Csr regulatory system has a strong negative regulatory effect on glycogen biosynthesis, glyconeogenesis and glycogen catabolism and a positive regulatory effect on glycolysis [1]. In other bacteria such as Erwinia caratovara the RsmA protein has been shown to regulate the production of virulence determinants, such extracellular enzymes [2]. RsmA binds to RsmB regulatory RNA which is also a member of this family [2]. RsmB RNA was shown to be upregulated by GacS/A system, and increase downstream T3SS gene expression.[6] FlhDC, the master regulator of flagellar genes, also activates rsmB RNA production.[7] A regulatory network have been revealed connecting rsmB, FlhDC and T3SS.[8] Plays role in the biocontrol activity of Rahnella aquatilis HX2 (a biocontrol agent producing antibacterial substance).[5]",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 19.98 -Z 2958934 CM SEQDB,38,269,0,0,Gene; sRNA;,Predicted; PFOLD; Bateman A; Gardner PP;,222,0,,,0.69745,-9.7459,1600000,546601,526,356,1,-4.0579,0.70388,2013-10-03 23:07:27,2024-09-10 04:51:11
RF00019,Y_RNA,1317,Y RNA,"Griffiths-Jones SR, Gardner PP","Griffiths-Jones SR, Published; PMID:18087752, Gardner PP",38.0,38.0,37.9,"Y RNAs are components of the Ro ribonucleoprotein particle (Ro RNP), in association with Ro60 and La proteins. The Y RNAs and Ro60 and La proteins are well conserved, but the function of the Ro RNP is not known. In humans the RNA component can be one of four small RNAs -- hY1, hY3, hY4 and hY5. These small RNAs are predicted to fold into a conserved secondary structure containing three stem structures. The largest of the four, hY1, contains an additional hairpin. This family includes a significant number of annotated pseudogenes and the model is expected to discriminate poorly between real and Y RNA related pseudogenes.",Y1; Y2; Y3; Y5,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 19.00 -Z 2958934 CM SEQDB,104,26986,0,0,Gene;,Published; PMID:10606662,650,0,,,0.6023,-4.76142,1600000,180887,256,96,1,-2.8585,0.71874,2013-10-03 23:07:38,2024-09-09 21:15:12
RF00020,U5,1318,U5 spliceosomal RNA,"Griffiths-Jones SR, Gardner PP","Zwieb C, The uRNA database, PMID:9016512; PMID:18390578",40.0,40.0,39.9,"U5 RNA is a component of both types of known spliceosome. The precise function of this molecule is unknown, though it is known that the 5' loop is required for splice site selection and p220 binding, and that both the 3' stem-loop and the Sm site are important for Sm protein binding and cap methylation.",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 33.54 -Z 2958934 CM SEQDB,180,28527,0,0,Gene; snRNA; splicing;,Published; PMID:2339054; Griffiths-Jones SR,2489,0,,,0.52409,-5.16554,1600000,349642,195,117,1,-4.1218,0.7182,2013-10-03 23:08:43,2024-09-10 04:51:11
RF00021,Spot_42,1319,Spot 42 RNA,Bateman A,Bateman A,80.0,81.4,79.7,"The physiological role of Escherichia coli Spot 42 (spf) RNA has remained obscure, even though the 109-nucleotide RNA was discovered almost three decades ago. Spot 42 seems to have a regulatory role on the galactose operon [1]. It is proposed that Spot 42 acts by an antisense mechanism where the RNA binds to the galK translation initiator region [1]. Changes in Spot 42 levels are implicated in affecting the adjacent DNA polymerase I levels [2]. The Hfq protein has been shown to interact with several small regulatory RNAs in E. coli, and the protein is required for OxyS, DsrA, RprA and Spot 42 RNA regulation [3].",Spot42,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 28.80 -Z 2958934 CM SEQDB,19,197,0,0,Gene; sRNA;,Published; PMID:12101127,214,0,,,0.5561,-7.46001,1600000,309388,218,115,1,-3.1865,0.71852,2013-10-03 23:09:05,2024-09-10 04:51:11
RF00022,GcvB,1320,GcvB RNA,"Bateman A, Daub J","Bateman A, PMID:17974919, Daub J",42.0,42.1,41.8,"The gcvB gene encodes a small untranslated RNA involved in expression of the dipeptide and oligopeptide transport systems in Escherichia coli. Included several unknown homologues in alignment (Bateman A pers obs). It base-pairs with SorC. This interaction triggers the degradation of GcvB by RNase E, alleviating the GcvB-mediated mRNA repression of other amino acid-related transport and metabolic genes [5].",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 25.14 -Z 2958934 CM SEQDB,27,220,0,0,Gene;,Published; PMID:17974919,246,0,,,0.59877,-8.647,1600000,329966,398,204,1,-4.0215,0.71186,2013-10-03 23:09:09,2024-09-10 04:51:11
RF00023,tmRNA,1321,transfer-messenger RNA,Gardner PP,Published; PMID:19617710,47.0,47.1,46.9,"Bacterial tmRNA, also known as 10Sa RNA or SsrA, is named for its dual tRNA and mRNA-like properties. Its role is to liberate the mRNA from a stalled ribosome. To accomplish this part of the tmRNA is used as a reading frame that ends in a translation stop signal. The broken mRNA is replaced in the ribosome by the tmRNA and translation of the tmRNA leads to addition of a proteolysis tag to the incomplete protein enabling recognition by a protease. Recently a number of permuted tmRNA genes have been found encoded in two parts. tmRNAs have been identified in eubacteria and some chloroplasts but are absent from archaeal and eukaryote nuclear genomes.",10Sa_RNA; SsrA,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 16.62 -Z 2958934 CM SEQDB,477,8092,0,0,Gene;,Published; PMID:19617710,8241,0,,,0.97281,-7.39515,1600000,501226,657,374,1,-4.0206,0.7034,2013-10-03 23:09:12,2024-09-10 04:51:11
RF00024,Telomerase-vert,1322,Vertebrate telomerase RNA,Machado Lima A,Machado Lima A,70.0,70.0,69.9,"Telomerase is a ribonucleoprotein reverse transcriptase that synthesises telomeric DNA. Telomerase RNAs differ greatly in sequence and structure between vertebrates, ciliates and yeasts, but they share a 5' pseudoknot structure close to the template sequence. Vertebrate telomerase RNAs have a 3' H/ACA snoRNA-like domain. This family also contains viral telomerase RNAs from the Gallid herpes viruses as described in [3].",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 19.69 -Z 2958934 CM SEQDB,37,523,0,0,Gene;,Published; PMID:10721988; Machado Lima A,477,0,,,0.63046,-10.94086,1600000,551133,745,443,1,-4.7705,0.70182,2013-10-03 23:10:23,2024-09-09 21:15:12
RF00025,Telomerase-cil,1322,Ciliate telomerase RNA,"Griffiths-Jones SR, Moxon SJ, Ontiveros-Palacios N","McCormick-Graham and Romero, PMID:7739888; Griffiths-Jones SR, Moxon SJ",52.0,52.2,51.6,"Telomerase is a ribonucleoprotein reverse transcriptase that synthesises telomeric DNA. Telomerase RNAs differ greatly in sequence and structure between vertebrates, ciliates and yeasts, but they share a 5' pseudoknot structure close to the template sequence [1,2]. The structure of Tetrahymena telomerase has been reported in 6D6V, 7LMA and 7LMB [3,4].",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 2958934 CM SEQDB,21,4,0,0,Gene;,"Published; PMID:7958872; PMID:7739888, Moxon SJ",21,0,,,0.48263,-8.79918,1600000,384182,456,165,1,-3.1554,0.71625,2013-10-03 23:10:27,2024-09-09 21:15:12
RF00026,U6,1323,U6 spliceosomal RNA,"Griffiths-Jones SR, Gardner PP",Griffiths-Jones SR; ; PMID:18390578,44.0,44.0,43.9,"U6 snRNA is a component of the spliceosome which is involved in splicing pre-mRNA. The putative secondary structure consensus base pairing is confined to a short 5' stem loop, but U6 snRNA is thought to form extensive base-pair interactions with U4 snRNA [2]. This model hits a large number of sequences in vertebrate genomes, which appear to be U6 derived pseudogenes or repeats. This family has a high significance threshold to minimise this problem, but many annotated pseudogenes remain.",,cmbuild -F CM SEED,cmcalibrate --mpi CM,cmsearch --cpu 4 --verbose --nohmmonly -T 23.29 -Z 2958934 CM SEQDB,188,204442,0,0,Gene; snRNA; splicing;,Published; PMID:2339054; Griffiths-Jones SR,2588,0,,,0.69965,-5.36147,1600000,275158,580,105,1,-4.1279,0.71822,2013-10-03 23:10:33,2024-09-10 04:51:11
